Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A12003A_001,SE_A12003A_002,SE_A12003A_003,SE_A12003B_001,SE_A12003B_002,SE_A12003B_003,SE_A17005A_001,SE_A17005A_002,SE_A17005A_003,SE_A17005B_001,SE_A17005B_002,SE_A17005B_003,SE_A17006A_001,SE_A17006A_002,SE_A17006A_003,SE_A17006B_001,SE_A17006B_002,SE_A17006B_003,SE_A17006D_001,SE_A17006D_002,SE_A17006D_003,SE_A17006H_001,SE_A17006H_002,SE_A17006H_003
"41035","05000US41035","Klamath County, Oregon","Klamath County, Oregon","or","050","00","ACSSF","0000030",,,,,"41","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1759,75,1684,1529,92,1437,15601,14083,1518,13026,11951,1075,25165,23036,2129,206,194,12,206,191,15,3591,3180,411
"41037","05000US41037","Lake County, Oregon","Lake County, Oregon","or","050","00","ACSSF","0000031",,,,,"41","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,0,82,156,9,147,1868,1796,72,1397,1243,154,3113,2929,184,0,0,0,33,28,5,217,207,10
"41039","05000US41039","Lane County, Oregon","Lane County, Oregon","or","050","00","ACSSF","0000032",,,,,"41","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10428,476,9952,10036,227,9809,93687,85343,8344,87216,81740,5476,159744,147997,11747,2391,2148,243,4097,3813,284,15170,13972,1198
"41041","05000US41041","Lincoln County, Oregon","Lincoln County, Oregon","or","050","00","ACSSF","0000033",,,,,"41","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919,64,855,812,47,765,10333,9519,814,9861,9372,489,17915,16720,1195,76,58,18,282,282,0,1862,1811,51
"41043","05000US41043","Linn County, Oregon","Linn County, Oregon","or","050","00","ACSSF","0000034",,,,,"41","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2935,299,2636,2824,81,2743,29835,27447,2388,26201,23632,2569,51836,47388,4448,262,253,9,702,577,125,4707,4354,353
"41045","05000US41045","Malheur County, Oregon","Malheur County, Oregon","or","050","00","ACSSF","0000035",,,,,"41","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867,70,797,787,76,711,6443,5808,635,5399,5016,383,10502,9680,822,71,35,36,176,167,9,4233,3788,445
"41047","05000US41047","Marion County, Oregon","Marion County, Oregon","or","050","00","ACSSF","0000036",,,,,"41","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9457,586,8871,8962,401,8561,83202,77035,6167,74087,69597,4490,130166,121733,8433,1503,1467,36,3316,3190,126,39594,36075,3519
"41049","05000US41049","Morrow County, Oregon","Morrow County, Oregon","or","050","00","ACSSF","0000037",,,,,"41","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398,11,387,342,4,338,2892,2818,74,2144,1977,167,4367,4179,188,0,0,0,43,43,0,1703,1615,88
"41051","05000US41051","Multnomah County, Oregon","Multnomah County, Oregon","or","050","00","ACSSF","0000038",,,,,"41","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16010,573,15437,15153,551,14602,232270,215921,16349,214300,200404,13896,358920,337438,21482,20755,17758,2997,30842,29021,1821,46356,43263,3093
"41053","05000US41053","Polk County, Oregon","Polk County, Oregon","or","050","00","ACSSF","0000039",,,,,"41","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2537,167,2370,2937,157,2780,19628,17731,1897,18353,17094,1259,33860,31201,2659,341,256,85,655,641,14,5056,4480,576
"41055","05000US41055","Sherman County, Oregon","Sherman County, Oregon","or","050","00","ACSSF","0000040",,,,,"41","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,7,22,14,1,13,503,483,20,289,270,19,773,734,39,6,6,0,0,0,0,47,47,0
"41057","05000US41057","Tillamook County, Oregon","Tillamook County, Oregon","or","050","00","ACSSF","0000041",,,,,"41","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524,16,508,427,59,368,5579,5274,305,5072,4796,276,9990,9471,519,37,28,9,90,89,1,1035,966,69
"41059","05000US41059","Umatilla County, Oregon","Umatilla County, Oregon","or","050","00","ACSSF","0000042",,,,,"41","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2038,110,1928,2064,48,2016,18692,17215,1477,16288,14848,1440,30315,27919,2396,170,155,15,308,308,0,8995,7982,1013
"41061","05000US41061","Union County, Oregon","Union County, Oregon","or","050","00","ACSSF","0000043",,,,,"41","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692,9,683,747,46,701,6319,5866,453,5725,5390,335,11071,10332,739,131,107,24,111,95,16,567,510,57
"41063","05000US41063","Wallowa County, Oregon","Wallowa County, Oregon","or","050","00","ACSSF","0000044",,,,,"41","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0,46,168,5,163,1605,1505,100,1587,1529,58,3063,2905,158,7,7,0,12,12,0,91,91,0
"41065","05000US41065","Wasco County, Oregon","Wasco County, Oregon","or","050","00","ACSSF","0000045",,,,,"41","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740,44,696,568,70,498,6273,5799,474,5764,5455,309,10451,9858,593,72,45,27,101,101,0,2279,2115,164
"41067","05000US41067","Washington County, Oregon","Washington County, Oregon","or","050","00","ACSSF","0000046",,,,,"41","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14149,876,13273,13677,343,13334,168701,159663,9038,141516,133316,8200,242655,229844,12811,6416,5866,550,31068,29821,1247,47289,44457,2832
"41069","05000US41069","Wheeler County, Oregon","Wheeler County, Oregon","or","050","00","ACSSF","0000047",,,,,"41","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,19,23,0,23,300,276,24,243,222,21,518,483,35,0,0,0,4,4,0,36,35,1
"41071","05000US41071","Yamhill County, Oregon","Yamhill County, Oregon","or","050","00","ACSSF","0000048",,,,,"41","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2913,89,2824,3126,232,2894,26206,24354,1852,22880,21488,1392,43746,40891,2855,198,193,5,708,687,21,7935,7085,850
"42001","05000US42001","Adams County, Pennsylvania","Adams County, Pennsylvania","pa","050","00","ACSSF","0000013",,,,,"42","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2859,35,2824,2913,81,2832,28212,26976,1236,24973,23585,1388,49753,47398,2355,751,663,88,348,348,0,3107,2923,184
"42003","05000US42003","Allegheny County, Pennsylvania","Allegheny County, Pennsylvania","pa","050","00","ACSSF","0000014",,,,,"42","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30087,704,29383,30353,561,29792,340606,319286,21320,321369,303384,17985,550009,523608,26401,75300,64474,10826,21792,21021,771,12265,11600,665
"42005","05000US42005","Armstrong County, Pennsylvania","Armstrong County, Pennsylvania","pa","050","00","ACSSF","0000015",,,,,"42","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610,56,1554,1349,84,1265,17305,15865,1440,14600,13848,752,31305,29189,2116,311,261,50,63,59,4,227,195,32
"42007","05000US42007","Beaver County, Pennsylvania","Beaver County, Pennsylvania","pa","050","00","ACSSF","0000016",,,,,"42","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3871,44,3827,3360,92,3268,44769,41820,2949,41918,39982,1936,80210,76115,4095,4400,3879,521,417,395,22,1147,1077,70
"42009","05000US42009","Bedford County, Pennsylvania","Bedford County, Pennsylvania","pa","050","00","ACSSF","0000017",,,,,"42","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1246,94,1152,1020,77,943,13074,12275,799,10468,9886,582,23176,21803,1373,84,84,0,32,32,0,211,203,8
"42011","05000US42011","Berks County, Pennsylvania","Berks County, Pennsylvania","pa","050","00","ACSSF","0000018",,,,,"42","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12064,610,11454,12026,448,11578,113427,105020,8407,103643,96157,7486,183509,172168,11341,10342,9163,1179,3088,2867,221,36220,30533,5687
"42013","05000US42013","Blair County, Pennsylvania","Blair County, Pennsylvania","pa","050","00","ACSSF","0000019",,,,,"42","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3052,179,2873,2921,96,2825,31622,29642,1980,28142,27015,1127,57759,54956,2803,738,600,138,465,459,6,623,524,99
"42015","05000US42015","Bradford County, Pennsylvania","Bradford County, Pennsylvania","pa","050","00","ACSSF","0000020",,,,,"42","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1364,65,1299,1327,56,1271,15174,14255,919,13005,12343,662,27396,25866,1530,97,89,8,185,185,0,383,357,26
"42017","05000US42017","Bucks County, Pennsylvania","Bucks County, Pennsylvania","pa","050","00","ACSSF","0000021",,,,,"42","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16566,369,16197,14948,173,14775,182083,171688,10395,163418,155306,8112,308118,291997,16121,13150,11948,1202,15855,15216,639,15550,14353,1197
"42019","05000US42019","Butler County, Pennsylvania","Butler County, Pennsylvania","pa","050","00","ACSSF","0000022",,,,,"42","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5385,106,5279,5001,35,4966,52725,50344,2381,44871,42850,2021,94322,90139,4183,775,710,65,1292,1266,26,1218,1110,108
"42021","05000US42021","Cambria County, Pennsylvania","Cambria County, Pennsylvania","pa","050","00","ACSSF","0000023",,,,,"42","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3593,60,3533,3395,62,3333,32634,29903,2731,29358,27458,1900,59896,55752,4144,1113,845,268,265,260,5,578,433,145
"42023","05000US42023","Cameron County, Pennsylvania","Cameron County, Pennsylvania","pa","050","00","ACSSF","0000024",,,,,"42","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,0,125,107,5,102,1252,1198,54,966,929,37,2189,2104,85,0,0,0,13,9,4,5,5,0
"42025","05000US42025","Carbon County, Pennsylvania","Carbon County, Pennsylvania","pa","050","00","ACSSF","0000025",,,,,"42","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1520,20,1500,1185,58,1127,17015,15498,1517,14661,13758,903,30777,28468,2309,565,462,103,102,102,0,1165,990,175
"42027","05000US42027","Centre County, Pennsylvania","Centre County, Pennsylvania","pa","050","00","ACSSF","0000026",,,,,"42","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7818,91,7727,7278,118,7160,43263,40761,2502,36883,35672,1211,72587,69375,3212,2448,2213,235,3731,3575,156,2216,2060,156
"42029","05000US42029","Chester County, Pennsylvania","Chester County, Pennsylvania","pa","050","00","ACSSF","0000027",,,,,"42","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14945,602,14343,14289,315,13974,150423,143645,6778,130996,124167,6829,244179,233650,10529,16268,14233,2035,13334,12805,529,18808,17712,1096
"42031","05000US42031","Clarion County, Pennsylvania","Clarion County, Pennsylvania","pa","050","00","ACSSF","0000028",,,,,"42","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185,57,1128,1278,45,1233,9653,8978,675,8844,8302,542,17979,16858,1121,135,111,24,108,108,0,103,101,2
"42033","05000US42033","Clearfield County, Pennsylvania","Clearfield County, Pennsylvania","pa","050","00","ACSSF","0000029",,,,,"42","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1744,159,1585,1730,57,1673,19992,18271,1721,16589,15320,1269,36043,33134,2909,117,51,66,199,199,0,544,332,212
"42035","05000US42035","Clinton County, Pennsylvania","Clinton County, Pennsylvania","pa","050","00","ACSSF","0000030",,,,,"42","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1356,81,1275,1437,149,1288,9749,9175,574,8923,8397,526,18123,17092,1031,223,188,35,120,111,9,209,207,2
"42037","05000US42037","Columbia County, Pennsylvania","Columbia County, Pennsylvania","pa","050","00","ACSSF","0000031",,,,,"42","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2232,238,1994,2602,68,2534,16468,15544,924,15180,14491,689,30250,28900,1350,332,274,58,364,311,53,835,677,158
"42039","05000US42039","Crawford County, Pennsylvania","Crawford County, Pennsylvania","pa","050","00","ACSSF","0000032",,,,,"42","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2451,265,2186,2285,241,2044,21858,20487,1371,18847,17783,1064,39312,37060,2252,656,545,111,176,166,10,408,319,89
"42041","05000US42041","Cumberland County, Pennsylvania","Cumberland County, Pennsylvania","pa","050","00","ACSSF","0000033",,,,,"42","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6278,280,5998,7157,296,6861,67686,64921,2765,61287,58645,2642,115752,111302,4450,4258,3802,456,5350,5188,162,3838,3648,190
"42043","05000US42043","Dauphin County, Pennsylvania","Dauphin County, Pennsylvania","pa","050","00","ACSSF","0000034",,,,,"42","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6848,402,6446,6208,259,5949,71900,67931,3969,70951,66775,4176,106286,102306,3980,23896,20921,2975,5830,5473,357,9959,9105,854
"42045","05000US42045","Delaware County, Pennsylvania","Delaware County, Pennsylvania","pa","050","00","ACSSF","0000035",,,,,"42","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17227,608,16619,16354,327,16027,148986,137753,11233,146010,137257,8753,212752,200713,12039,59002,52652,6350,15466,14716,750,9192,8292,900
"42047","05000US42047","Elk County, Pennsylvania","Elk County, Pennsylvania","pa","050","00","ACSSF","0000036",,,,,"42","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681,46,635,670,16,654,8340,7866,474,7586,7303,283,15655,14956,699,106,48,58,61,61,0,97,91,6
"42049","05000US42049","Erie County, Pennsylvania","Erie County, Pennsylvania","pa","050","00","ACSSF","0000037",,,,,"42","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8211,179,8032,7798,323,7475,70065,65291,4774,65721,61667,4054,122218,115189,7029,8127,7030,1097,1902,1785,117,3896,3279,617
"42051","05000US42051","Fayette County, Pennsylvania","Fayette County, Pennsylvania","pa","050","00","ACSSF","0000038",,,,,"42","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2923,166,2757,2973,87,2886,31074,28457,2617,27513,25765,1748,55351,51554,3797,1899,1519,380,44,44,0,531,440,91
"42053","05000US42053","Forest County, Pennsylvania","Forest County, Pennsylvania","pa","050","00","ACSSF","0000039",,,,,"42","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,0,177,15,1,14,478,452,26,316,299,17,779,736,43,0,0,0,9,9,0,0,0,0
"42055","05000US42055","Franklin County, Pennsylvania","Franklin County, Pennsylvania","pa","050","00","ACSSF","0000040",,,,,"42","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4146,299,3847,3736,220,3516,41246,38926,2320,35583,33530,2053,72538,68643,3895,2422,2092,330,722,705,17,3622,3087,535
"42057","05000US42057","Fulton County, Pennsylvania","Fulton County, Pennsylvania","pa","050","00","ACSSF","0000041",,,,,"42","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,3,324,337,7,330,3909,3615,294,3158,2994,164,6902,6455,447,74,63,11,21,21,0,43,43,0
"42059","05000US42059","Greene County, Pennsylvania","Greene County, Pennsylvania","pa","050","00","ACSSF","0000042",,,,,"42","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004,21,983,976,32,944,8476,7995,481,7191,6780,411,15341,14467,874,77,62,15,65,65,0,103,102,1
"42061","05000US42061","Huntingdon County, Pennsylvania","Huntingdon County, Pennsylvania","pa","050","00","ACSSF","0000043",,,,,"42","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193,46,1147,1244,44,1200,10286,9623,663,9577,8917,660,19234,17991,1243,215,194,21,98,80,18,168,149,19
"42063","05000US42063","Indiana County, Pennsylvania","Indiana County, Pennsylvania","pa","050","00","ACSSF","0000044",,,,,"42","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3094,247,2847,3367,119,3248,22387,20603,1784,19412,17920,1492,39983,37061,2922,733,533,200,447,399,48,436,389,47
"42065","05000US42065","Jefferson County, Pennsylvania","Jefferson County, Pennsylvania","pa","050","00","ACSSF","0000045",,,,,"42","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1071,103,968,972,114,858,11333,10701,632,9474,9132,342,20484,19570,914,107,86,21,55,51,4,109,109,0
"42067","05000US42067","Juniata County, Pennsylvania","Juniata County, Pennsylvania","pa","050","00","ACSSF","0000046",,,,,"42","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599,120,479,574,73,501,6621,6348,273,5069,4832,237,11348,10850,498,89,80,9,32,32,0,344,341,3
"42069","05000US42069","Lackawanna County, Pennsylvania","Lackawanna County, Pennsylvania","pa","050","00","ACSSF","0000047",,,,,"42","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5719,285,5434,5418,275,5143,53709,50630,3079,49071,46554,2517,96185,91223,4962,2148,1785,363,2624,2467,157,5204,4719,485
"42071","05000US42071","Lancaster County, Pennsylvania","Lancaster County, Pennsylvania","pa","050","00","ACSSF","0000048",,,,,"42","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14192,1854,12338,14761,1613,13148,149878,143058,6820,130593,124290,6303,251156,240695,10461,11155,9960,1195,6097,5908,189,25191,22626,2565
"42073","05000US42073","Lawrence County, Pennsylvania","Lawrence County, Pennsylvania","pa","050","00","ACSSF","0000049",,,,,"42","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2201,86,2115,2125,39,2086,22139,20539,1600,19900,18770,1130,39749,37307,2442,1282,1150,132,175,168,7,495,485,10
"42075","05000US42075","Lebanon County, Pennsylvania","Lebanon County, Pennsylvania","pa","050","00","ACSSF","0000050",,,,,"42","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3509,283,3226,3339,243,3096,37198,34789,2409,32827,31181,1646,62209,59157,3052,1464,1278,186,997,986,11,7129,6118,1011
"42077","05000US42077","Lehigh County, Pennsylvania","Lehigh County, Pennsylvania","pa","050","00","ACSSF","0000051",,,,,"42","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9681,370,9311,9637,367,9270,97374,90609,6765,90581,84096,6485,151361,142831,8530,12346,10544,1802,6019,5650,369,37654,32869,4785
"42079","05000US42079","Luzerne County, Pennsylvania","Luzerne County, Pennsylvania","pa","050","00","ACSSF","0000052",,,,,"42","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7985,266,7719,7584,110,7474,83010,76389,6621,76602,72074,4528,145287,136486,8801,4992,3987,1005,2063,1977,86,14281,12260,2021
"42081","05000US42081","Lycoming County, Pennsylvania","Lycoming County, Pennsylvania","pa","050","00","ACSSF","0000053",,,,,"42","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3379,135,3244,2737,151,2586,30460,28352,2108,26977,25533,1444,54092,51188,2904,2097,1614,483,341,318,23,764,727,37
"42083","05000US42083","McKean County, Pennsylvania","McKean County, Pennsylvania","pa","050","00","ACSSF","0000054",,,,,"42","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1288,16,1272,1098,15,1083,10500,9581,919,9291,8735,556,19350,17958,1392,58,50,8,81,81,0,317,217,100
"42085","05000US42085","Mercer County, Pennsylvania","Mercer County, Pennsylvania","pa","050","00","ACSSF","0000055",,,,,"42","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3677,268,3409,3082,98,2984,27574,25616,1958,25718,24577,1141,49678,46981,2697,2312,2030,282,372,372,0,586,500,86
"42087","05000US42087","Mifflin County, Pennsylvania","Mifflin County, Pennsylvania","pa","050","00","ACSSF","0000056",,,,,"42","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1136,284,852,1027,105,922,11771,11225,546,10027,9659,368,21284,20437,847,118,97,21,144,144,0,303,264,39
"42089","05000US42089","Monroe County, Pennsylvania","Monroe County, Pennsylvania","pa","050","00","ACSSF","0000057",,,,,"42","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5622,5,5617,5629,88,5541,45513,41342,4171,40807,36999,3808,66779,61328,5451,12434,10977,1457,1935,1645,290,12092,10835,1257
"42091","05000US42091","Montgomery County, Pennsylvania","Montgomery County, Pennsylvania","pa","050","00","ACSSF","0000058",,,,,"42","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20449,448,20001,20091,198,19893,233830,221019,12811,216777,205993,10784,366543,348857,17686,38119,35041,3078,32994,31163,1831,19698,18175,1523
"42093","05000US42093","Montour County, Pennsylvania","Montour County, Pennsylvania","pa","050","00","ACSSF","0000059",,,,,"42","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,62,398,349,36,313,4923,4742,181,4138,3920,218,8623,8227,396,88,85,3,302,302,0,239,108,131
"42095","05000US42095","Northampton County, Pennsylvania","Northampton County, Pennsylvania","pa","050","00","ACSSF","0000060",,,,,"42","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8964,247,8717,8052,194,7858,83413,78352,5061,73892,69926,3966,137489,130023,7466,8422,7765,657,4369,4146,223,17145,15818,1327
"42097","05000US42097","Northumberland County, Pennsylvania","Northumberland County, Pennsylvania","pa","050","00","ACSSF","0000061",,,,,"42","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2146,231,1915,1887,143,1744,23155,21807,1348,20574,19698,876,42840,40731,2109,338,280,58,148,147,1,944,835,109
"42099","05000US42099","Perry County, Pennsylvania","Perry County, Pennsylvania","pa","050","00","ACSSF","0000062",,,,,"42","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1179,128,1051,974,78,896,12765,12312,453,11260,10671,589,23522,22516,1006,102,86,16,105,102,3,446,410,36
"42101","05000US42101","Philadelphia County, Pennsylvania","Philadelphia County, Pennsylvania","pa","050","00","ACSSF","0000063",,,,,"42","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41575,2088,39487,40596,1671,38925,366719,320429,46290,384105,345336,38769,343317,317517,25800,295691,250004,45687,55624,50803,4821,90849,76714,14135
"42103","05000US42103","Pike County, Pennsylvania","Pike County, Pennsylvania","pa","050","00","ACSSF","0000064",,,,,"42","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1654,72,1582,1419,0,1419,14670,13506,1164,12275,11326,949,24041,22172,1869,1451,1288,163,561,557,4,2628,2424,204
"42105","05000US42105","Potter County, Pennsylvania","Potter County, Pennsylvania","pa","050","00","ACSSF","0000065",,,,,"42","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,20,376,368,0,368,3952,3679,273,3281,3066,215,7091,6603,488,31,31,0,20,20,0,62,62,0
"42107","05000US42107","Schuylkill County, Pennsylvania","Schuylkill County, Pennsylvania","pa","050","00","ACSSF","0000066",,,,,"42","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3192,93,3099,2879,75,2804,36120,33424,2696,31461,29462,1999,65463,61016,4447,564,478,86,301,286,15,1839,1618,221
"42109","05000US42109","Snyder County, Pennsylvania","Snyder County, Pennsylvania","pa","050","00","ACSSF","0000067",,,,,"42","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1469,189,1280,1322,146,1176,11051,10674,377,9762,9380,382,20255,19511,744,153,150,3,177,177,0,355,350,5
"42111","05000US42111","Somerset County, Pennsylvania","Somerset County, Pennsylvania","pa","050","00","ACSSF","0000068",,,,,"42","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1692,102,1590,1431,110,1321,18697,17499,1198,16316,15387,929,34449,32363,2086,161,156,5,159,143,16,217,215,2
"42113","05000US42113","Sullivan County, Pennsylvania","Sullivan County, Pennsylvania","pa","050","00","ACSSF","0000069",,,,,"42","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,20,194,111,12,99,1609,1457,152,1255,1155,100,2732,2523,209,52,21,31,17,17,0,63,52,11
"42115","05000US42115","Susquehanna County, Pennsylvania","Susquehanna County, Pennsylvania","pa","050","00","ACSSF","0000070",,,,,"42","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,986,57,929,944,15,929,10822,9954,868,9037,8568,469,19487,18191,1296,87,74,13,92,87,5,275,252,23
"42117","05000US42117","Tioga County, Pennsylvania","Tioga County, Pennsylvania","pa","050","00","ACSSF","0000071",,,,,"42","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1122,65,1057,1127,35,1092,10261,9459,802,9180,8744,436,18979,17766,1213,156,141,15,124,122,2,240,189,51
"42119","05000US42119","Union County, Pennsylvania","Union County, Pennsylvania","pa","050","00","ACSSF","0000072",,,,,"42","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1940,215,1725,1881,72,1809,10248,9830,418,8799,8567,232,18170,17623,547,280,256,24,236,234,2,742,700,42
"42121","05000US42121","Venango County, Pennsylvania","Venango County, Pennsylvania","pa","050","00","ACSSF","0000073",,,,,"42","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1368,127,1241,1047,104,943,13251,12140,1111,11598,10831,767,24305,22490,1815,75,59,16,138,129,9,257,211,46
